prevailing_wage,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,has_job_experience_Y,requires_job_training_Y,no_of_employees_Medium_Sized(2500-7500employees),no_of_employees_Large_Sized(>75000employees),yr_of_estab_Newer_Estab(>1990),region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Not_Hourly,full_time_position_Y
74149.97,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
86385.21,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
85140.32,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
105288.48,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
130385.72,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
254015.02,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
114277.01,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
46620.2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
133047.28,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
25828.57,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
40784.62,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
5668.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
26747.59,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
51212.694,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
86051.49,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
162892.64,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
133238.32,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
40619.0408,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
99965.81,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
25631.5176,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
112096.79,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
79271.93,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
86668.71,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
10814.15,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
61195.57,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
77659.1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
41828.03,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
7369.44,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
198781.53,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
72708.19,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
74659.94,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
281344.22,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
74799.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
6662.24,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
91268.06,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
139671.17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
106875.36,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
145878.28,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1
121469.58,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
64424.7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
81479.18,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
60411.22,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
100959.43,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
48721.35,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
18833.31,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
78121.63,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
52579.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
62714.24,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
34518.25,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
6418.88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
102148.46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
161172.56,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
68269.08,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1
45797.89,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
18268.44,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
46875.14,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
58047.86,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
41096.99,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
31106.89,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
59780.53,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
34009.78,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
123940.77,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
297589.88,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
38336.0276,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
81603.52,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6412.75,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
11686.84,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
94057.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
64994.93,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
45679.27,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
109808.24,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
42539.3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
7573.41,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1
11661.02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
45303.4452,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
15717.5408,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
26842.91,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
43891.95,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
19897.93,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
43222.66,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
68007.36,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
112839.76,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
27862.35,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
62092.68,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
84853.35,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
43275.78,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
46837.19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
86507.85,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
47210.93,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
44358.41,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
80565.69,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
5127.278,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
129753.18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
40541.2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
21349.41,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
174246.98,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
23541.77,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1
109738.49,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
150648.75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
20414.23,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
127273.02,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
109814.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
52565.45,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1
84761.85,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
134074.52,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
32232.48,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
66979.3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
32831.76,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
66211.81,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
12231.96,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
215001.34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
921.31,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
148866.35,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1
86136.52,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
12419.186,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
195956.75,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
60059.97,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
65890.04,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
76643.93,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
62666.11,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
109181.07,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
155856.29,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
111651.49,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
81084.06,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
38566.6632,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
130750.12,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
80653.36,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
64172.45,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
41938.546,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
32652.96,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
100511.88,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
18021.899999999998,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
42212.85,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
35802.6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
106730.53,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
35029.4048,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
95357.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
142852.07,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
104416.31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
29098.8256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
61848.74,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
221595.07,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
29112.44,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
35053.3508,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
64787.02,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
123918.91,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
2603.7596,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
104989.15,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0
18540.94,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
129697.07,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
77203.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
212457.11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
133828.65,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
93059.03,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
70589.21,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
26733.56,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
156966.64,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
31312.4344,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
156350.9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
40127.890400000004,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10405.83,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
98420.33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1985.3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
43224.09,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
138636.86,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
82552.49,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
25540.46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
87168.26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
133720.55,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
109752.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
50828.7052,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
71703.66,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
41526.35,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
92362.64,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
73102.79,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
72620.96,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
13671.18,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
83780.23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
31744.55,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
68115.66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
10959.1352,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
102087.87,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
46899.63,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
84729.79,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
11809.928,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
14384.21,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
25029.950399999998,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
105185.29,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
90666.71,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
82388.91,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
171921.87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
56718.33,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
63556.94,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
76253.83,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
117828.92,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
80774.15,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
115332.68,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
9188.44,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
131836.07,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
107232.05,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
98104.37,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
43789.3768,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
76805.27,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1
72247.58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
126517.52,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
151380.94,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
143583.18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
30672.78,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
19196.84,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
79632.64,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
200914.45,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1
71170.04,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
53546.52,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
7956.54,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1
40647.39,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
7489.24,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
51840.67,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
132770.9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
84190.74,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
51159.39,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
145395.19,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
9132.93,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
25621.98,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
30830.8416,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
78409.22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
38374.43,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1
87751.88,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
226169.32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
102446.51,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
119331.66,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
72071.55,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
23656.43,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1
89836.87,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
160059.06,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
202743.02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
122590.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
156872.53,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
37550.56,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
89685.11,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
69954.39,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
169104.93,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
59946.02,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
78994.7,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
110294.35,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
140257.4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
112376.07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
36081.8848,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
44210.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
47720.44,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
67891.84,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
36207.87,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
30419.62,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
51836.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
15188.097600000001,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
37417.42,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
110204.37,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
59139.55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
69692.24,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
28279.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
31420.94,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
28486.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
31917.620799999997,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
133485.13,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
137711.11,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
110217.6,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1
31781.11,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
79043.28,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
172309.71,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
18685.73,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
36956.36,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1
11277.13,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
39247.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
50175.01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
56467.61,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
106829.01,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
151194.24,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
75250.34,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
43126.86,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
118174.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
114769.17,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
137836.21,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
29325.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
29592.4,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
6709.99,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
89426.72,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
25566.32,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
50507.05,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
29755.58,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
11313.9364,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
34615.65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
45565.62,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
160793.83,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
104189.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
67037.11,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
67398.82,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
121608.16,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
59389.85,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
38751.66,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
13298.7088,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
22953.07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
51730.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
111735.2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
24749.28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
126174.98,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
101742.71,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
198068.14,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
27002.18,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
44687.6976,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
21867.98,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
3758.72,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
99713.57,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
116336.39,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
5484.13,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
131685.32,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
54621.91,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
42323.5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
145732.77,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
86874.56,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
126016.18,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
